"R0000100","R0214800","T8089600","T8089800","T8218700","T8219400"
5764,1,150,10,160000,55
5765,2,-5,-5,-5,-5
5766,2,240,2,41000,54
5767,2,208,3,-3,56
5768,2,-5,-5,-5,-5
5769,2,-5,-5,-5,-5
5770,2,-5,-5,-5,-5
5771,1,-5,-5,-5,-5
5772,1,-5,-5,-5,-5
5773,2,134,0,7200,56
5774,2,142,11,20000,55
5775,1,-5,-5,-5,-5
5776,1,190,11,72000,57
5777,2,-5,-5,-5,-5
5778,1,-5,-5,-5,-5
5779,1,170,6,19000,54
5780,2,105,9,32000,59
5781,2,131,4,39916,55
5782,2,170,5,11220,57
5783,1,290,1,147000,54
5784,1,187,0,-3,60
5785,1,-5,-5,-5,-5
5786,1,188,11,62000,55
5787,2,235,4,36000,56
5788,1,165,5,-3,59
5789,1,-5,-5,-5,-5
5790,2,162,2,34208,60
5791,1,160,7,5200,57
5792,1,150,6,2114,55
5793,2,240,11,50000,57
5794,1,-5,-5,-5,-5
5795,1,-5,-5,-5,-5
5796,2,195,3,-3,60
5797,2,150,1,48000,57
5798,2,220,3,-3,56
5799,2,112,4,80000,54
5800,1,-5,-5,-5,-5
5801,2,140,0,56000,60
5802,2,-5,-5,-5,-5
5803,2,235,6,24000,58
5804,1,-5,-5,-5,-5
5805,2,240,2,48000,60
5806,2,170,4,80000,57
5807,1,-5,-5,-5,-5
5808,1,125,10,51000,58
5809,2,195,4,93000,58
5810,1,232,0,-3,59
5811,2,190,5,33000,55
5812,2,-5,-5,-5,-5
5813,2,118,2,68000,60
5814,1,220,5,48000,58
5815,1,160,7,61000,60
5816,1,-5,-5,-5,-5
5817,2,-5,-5,-5,-5
5818,2,135,2,46000,61
5819,2,152,1,-3,61
5820,2,220,8,55500,58
5821,2,134,4,222100,61
5822,2,-5,-5,-5,-5
5823,1,163,4,-3,58
5824,1,170,9,60000,57
5825,1,-5,-5,-5,-5
5826,2,-1,5,51810,60
5827,2,141,2,40345,60
5828,2,209,2,37000,58
5829,2,125,1,25000,59
5830,2,-5,-5,-5,-5
5831,1,-5,-5,-5,-5
5832,1,-5,-5,-5,-5
5833,2,-5,-5,-5,-5
5834,2,130,2,80200,55
5835,2,-5,-5,-5,-5
5836,2,-5,-5,-5,-5
5837,1,-5,-5,-5,-5
5838,1,123,6,9972,59
5839,2,198,2,21600,59
5840,2,-5,-5,-5,-5
5841,2,211,4,13896,60
5842,1,197,9,145000,56
5843,1,175,10,65000,54
5844,2,130,5,40000,55
5845,1,200,6,32000,57
5846,1,181,9,7960,59
5847,1,160,10,23600,56
5848,1,185,8,4150,61
5849,2,165,1,24000,61
5850,1,200,9,50000,55
5851,1,220,10,64000,59
5852,2,198,5,-3,57
5853,2,300,7,55180,55
5854,1,-5,-5,-5,-5
5855,2,-5,-5,-5,-5
5856,2,158,2,100000,60
5857,1,155,8,90000,58
5858,2,-5,-5,-5,-5
5859,1,-5,-5,-5,-5
5860,1,-5,-5,-5,-5
5861,2,-5,-5,-5,-5
5862,2,280,7,8000,54
5863,1,280,11,70500,55
5864,1,215,6,135000,58
5865,1,194,8,94400,59
5866,1,-5,-5,-5,-5
5867,2,127,2,205400,55
5868,2,180,2,75000,55
5869,1,190,9,36000,60
5870,2,180,7,30000,57
5871,1,-5,-5,-5,-5
5872,1,151,5,1596,55
5873,2,250,7,100000,56
5874,2,-5,-5,-5,-5
5875,1,215,8,0,61
5876,1,-5,-5,-5,-5
5877,1,250,7,43256,55
5878,2,98,1,38000,57
5879,1,178,3,83416,60
5880,2,180,0,17000,60
5881,1,-5,-5,-5,-5
5882,1,205,7,49000,57
5883,2,-5,-5,-5,-5
5884,1,185,9,20000,57
5885,1,170,4,79900,54
5886,1,175,8,73000,61
5887,2,-1,5,38000,59
5888,2,180,6,-3,57
5889,2,172,8,-3,60
5890,1,-5,-5,-5,-5
5891,1,-5,-5,-5,-5
5892,2,-5,-5,-5,-5
5893,1,185,8,-3,55
5894,1,150,5,0,56
5895,2,-2,0,-3,55
5896,2,235,9,84436,56
5897,2,-5,-5,-5,-5
5898,1,150,6,214000,54
5899,2,-5,-5,-5,-5
5900,2,220,9,-3,59
5901,1,-5,-5,-5,-5
5902,1,-5,-5,-5,-5
5903,1,213,9,22308,54
5904,1,-5,-5,-5,-5
5905,1,198,7,79000,61
5906,2,240,5,25000,60
5907,1,168,9,110000,55
5908,1,-5,-5,-5,-5
5909,2,204,6,51000,56
5910,1,-5,-5,-5,-5
5911,2,146,5,44072,56
5912,1,165,10,30000,58
5913,2,150,8,75600,62
5914,2,163,2,90000,58
5915,1,190,9,18000,58
5916,2,259,3,9482,57
5917,1,278,8,-3,55
5918,1,150,2,-3,55
5919,2,211,2,177000,60
5920,1,-5,-5,-5,-5
5921,1,-5,-5,-5,-5
5922,1,190,10,40160,57
5923,2,172,1,98244,54
5924,1,265,4,32000,57
5925,2,233,11,-3,55
5926,2,-5,-5,-5,-5
5927,2,159,0,-3,55
5928,1,165,7,-3,56
5929,1,-5,-5,-5,-5
5930,2,-5,-5,-5,-5
5931,1,-5,-5,-5,-5
5932,2,210,3,197000,56
5933,1,272,9,0,58
5934,2,-5,-5,-5,-5
5935,1,167,10,207221,59
5936,2,142,2,71000,56
5937,1,-5,-5,-5,-5
5938,1,-5,-5,-5,-5
5939,1,-5,-5,-5,-5
5940,1,-5,-5,-5,-5
5941,2,230,9,28800,59
5942,1,152,7,4212,57
5943,1,185,6,21000,56
5944,2,-5,-5,-5,-5
5945,2,200,3,-3,55
5946,1,-5,-5,-5,-5
5947,2,173,2,-3,62
5948,2,-5,-5,-5,-5
5949,1,-5,-5,-5,-5
5950,1,-5,-5,-5,-5
5951,2,206,1,-3,56
5952,2,-5,-5,-5,-5
5953,2,211,5,-3,61
5954,2,-5,-5,-5,-5
5955,2,-5,-5,-5,-5
5956,2,-5,-5,-5,-5
5957,2,95,3,9372,54
5958,1,-5,-5,-5,-5
5959,1,185,6,0,56
5960,1,195,2,7304,56
5961,1,195,11,-3,54
5962,1,-5,-5,-5,-5
5963,2,200,2,40000,54
5964,1,-5,-5,-5,-5
5965,2,159,11,-3,56
5966,1,-5,-5,-5,-5
5967,2,200,7,-3,58
5968,1,180,10,38000,55
5969,2,270,6,152000,60
5970,2,-5,-5,-5,-5
5971,1,177,11,42200,59
5972,1,-5,-5,-5,-5
5973,2,180,7,32304,56
5974,1,-5,-5,-5,-5
5975,1,-5,-5,-5,-5
5976,2,234,8,-3,56
5977,2,175,7,151000,54
5978,2,-5,-5,-5,-5
5979,1,-5,-5,-5,-5
5980,2,-5,-5,-5,-5
5981,1,220,10,576,58
5982,1,-5,-5,-5,-5
5983,2,175,6,130000,57
5984,1,-5,-5,-5,-5
5985,2,-5,-5,-5,-5
5986,2,204,8,56000,56
5987,1,180,10,85000,54
5988,1,215,6,158000,55
5989,1,-5,-5,-5,-5
5990,1,120,2,0,57
5991,2,-5,-5,-5,-5
5992,1,-5,-5,-5,-5
5993,1,130,5,-3,56
5994,1,-5,-5,-5,-5
5995,1,-5,-5,-5,-5
5996,1,90,8,-3,60
5997,1,210,2,-3,57
5998,2,200,3,19000,60
5999,2,230,3,-3,59
6000,1,175,8,-3,56
6001,1,210,0,129596,59
6002,2,150,1,50000,56
6003,2,177,1,-3,55
6004,2,283,5,45860,56
6005,2,180,5,30000,57
6006,1,208,5,27388,55
6007,2,-5,-5,-5,-5
6008,1,196,11,47000,55
6009,1,-5,-5,-5,-5
6010,1,150,8,10670,57
6011,2,-5,-5,-5,-5
6012,1,-5,-5,-5,-5
6013,1,210,5,24000,55
6014,1,160,11,100000,54
6015,2,125,4,-3,57
6016,1,272,10,-3,59
6017,2,143,2,53525,55
6018,2,-5,-5,-5,-5
6019,2,173,0,32000,60
6020,1,205,0,0,59
6021,1,200,11,15000,58
6022,2,256,3,80500,55
6023,2,186,5,75000,56
6024,2,-5,-5,-5,-5
6025,1,240,11,-3,57
6026,1,320,11,135000,58
6027,2,-5,-5,-5,-5
6028,2,200,4,35000,56
6029,1,195,8,32000,58
6030,2,160,3,22000,57
6031,2,135,2,36000,60
6032,1,188,10,85600,58
6033,2,265,10,5000,55
6034,1,235,3,4804,54
6035,1,-5,-5,-5,-5
6036,2,300,2,47193,55
6037,2,-5,-5,-5,-5
6038,1,-5,-5,-5,-5
6039,2,185,7,25000,57
6040,2,150,5,20509,58
6041,1,-5,-5,-5,-5
6042,2,230,6,40000,56
6043,2,-1,-1,-3,56
6044,2,-5,-5,-5,-5
6045,1,170,11,-3,59
6046,2,194,1,-3,55
6047,2,149,1,24225,60
6048,2,172,2,73571,59
6049,2,-1,4,-3,58
6050,1,170,9,30000,56
6051,1,178,6,-3,54
6052,1,-5,-5,-5,-5
6053,2,-5,-5,-5,-5
6054,1,162,3,150800,57
6055,2,-5,-5,-5,-5
6056,1,-5,-5,-5,-5
6057,1,-5,-5,-5,-5
6058,2,135,3,105000,56
6059,1,148,7,-3,59
6060,1,220,11,85000,57
6061,2,140,1,16000,58
6062,1,223,6,113000,54
6063,2,195,4,22500,59
6064,2,-5,-5,-5,-5
6065,1,-5,-5,-5,-5
6066,2,140,2,-3,61
6067,1,212,1,88000,55
6068,2,215,7,-3,60
6069,2,137,7,-3,61
6070,1,180,0,63000,55
6071,2,-5,-5,-5,-5
6072,2,220,5,46800,60
6073,2,-5,-5,-5,-5
6074,2,247,8,21000,58
6075,1,235,0,73000,55
6076,2,100,4,13308,59
6077,1,190,10,-3,54
6078,2,161,4,35100,61
6079,1,185,1,-3,61
6080,2,-5,-5,-5,-5
6081,1,210,1,30000,59
6082,2,195,4,167000,59
6083,2,258,2,2112,55
6084,2,335,2,-3,59
6085,1,190,11,0,55
6086,1,180,8,39000,56
6087,1,160,5,25668,54
6088,2,134,4,-3,61
6089,1,190,0,45000,55
6090,1,178,4,13000,55
6091,2,165,3,-3,58
6092,1,-5,-5,-5,-5
6093,1,-5,-5,-5,-5
6094,1,230,1,42400,61
6095,1,270,0,98000,54
6096,1,-5,-5,-5,-5
6097,1,-5,-5,-5,-5
6098,1,-5,-5,-5,-5
6099,1,205,0,79800,58
6100,1,258,1,201000,61
6101,2,211,2,11160,60
6102,2,210,4,81000,55
6103,1,-5,-5,-5,-5
6104,1,230,11,10620,59
6105,1,205,9,34000,58
6106,1,-5,-5,-5,-5
6107,2,215,11,21600,54
6108,2,-5,-5,-5,-5
6109,1,240,3,702057,61
6110,1,-5,-5,-5,-5
6111,1,156,7,-3,57
6112,1,168,6,37000,59
6113,1,-5,-5,-5,-5
6114,2,187,6,4000,60
6115,2,233,5,26988,61
6116,2,-5,-5,-5,-5
6117,2,-5,-5,-5,-5
6118,2,244,7,168000,61
6119,2,200,7,22352,58
6120,2,180,3,0,56
6121,1,230,8,-3,61
6122,1,250,5,702057,57
6123,1,215,3,-3,59
6124,1,160,0,131000,57
6125,1,228,1,231000,55
6126,2,210,5,0,60
6127,1,175,6,1000,58
6128,1,-5,-5,-5,-5
6129,2,-5,-5,-5,-5
6130,2,250,6,106880,59
6131,1,-5,-5,-5,-5
6132,2,162,1,-3,57
6133,1,-5,-5,-5,-5
6134,2,-5,-5,-5,-5
6135,1,140,7,40000,57
6136,1,-5,-5,-5,-5
6137,1,-5,-5,-5,-5
6138,1,165,6,-3,54
6139,2,-5,-5,-5,-5
6140,1,-5,-5,-5,-5
6141,1,-4,-4,-3,59
6142,1,-5,-5,-5,-5
6143,1,167,11,11472,59
6144,1,-5,-5,-5,-5
6145,1,220,4,-3,56
6146,2,145,2,20880,55
6147,1,270,3,-3,58
6148,1,225,10,688,57
6149,1,-5,-5,-5,-5
6150,2,175,4,490,54
6151,2,145,3,10259,59
6152,2,140,0,141857,57
6153,1,-5,-5,-5,-5
6154,2,175,1,3622,60
6155,1,270,4,18600,59
6156,1,175,9,9180,56
6157,1,-5,-5,-5,-5
6158,2,200,8,-3,56
6159,2,220,8,110000,55
6160,2,-5,-5,-5,-5
6161,2,95,2,11756,59
6162,1,243,2,47000,55
6163,2,160,6,71000,55
6164,2,163,1,91763,54
6165,1,195,9,26400,56
6166,1,170,10,50600,59
6167,1,-5,-5,-5,-5
6168,2,200,7,2328,55
6169,2,-5,-5,-5,-5
6170,1,280,6,75000,60
6171,2,-1,5,-3,59
6172,2,-5,-5,-5,-5
6173,1,210,11,93000,56
6174,2,200,7,25000,61
6175,2,-5,-5,-5,-5
6176,1,-5,-5,-5,-5
6177,2,180,3,-3,61
6178,2,-5,-5,-5,-5
6179,2,224,0,16012,60
6180,1,185,2,44995,58
6181,2,220,9,-3,57
6182,1,-5,-5,-5,-5
6183,2,137,7,73000,55
6184,1,-5,-5,-5,-5
6185,2,158,4,75000,61
6186,1,160,9,-3,58
6187,1,140,8,20000,54
6188,2,-5,-5,-5,-5
6189,2,-5,-5,-5,-5
6190,2,-5,-5,-5,-5
6191,1,-5,-5,-5,-5
6192,2,-5,-5,-5,-5
6193,1,240,7,55000,59
6194,2,228,11,157100,57
6195,2,148,2,34420,56
6196,1,-5,-5,-5,-5
6197,2,200,6,1928,60
6198,1,215,8,87360,57
6199,1,180,7,99000,59
6200,1,235,0,25968,61
6201,1,165,7,28000,60
6202,2,-1,3,11904,60
6203,2,-5,-5,-5,-5
6204,2,-1,5,-3,59
6205,2,240,5,36059,55
6206,2,152,6,24000,60
6207,1,190,10,77500,54
6208,2,-5,-5,-5,-5
6209,2,-5,-5,-5,-5
6210,2,170,2,32000,57
6211,1,-5,-5,-5,-5
6212,2,-5,-5,-5,-5
6213,1,-5,-5,-5,-5
6214,2,-5,-5,-5,-5
6215,2,170,0,65000,60
6216,1,160,8,-3,56
6217,2,-1,5,-3,55
6218,1,-5,-5,-5,-5
6219,2,220,9,0,54
6220,2,195,6,0,57
6221,2,220,6,475,55
6222,1,220,2,13000,55
6223,2,130,4,-3,54
6224,1,210,1,39000,57
6225,2,163,6,120000,55
6226,1,200,1,384,61
6227,2,220,2,25000,58
6228,1,-5,-5,-5,-5
6229,1,-5,-5,-5,-5
6230,1,-5,-5,-5,-5
6231,2,140,7,1745,61
6232,2,-5,-5,-5,-5
6233,2,210,5,36000,59
6234,2,210,6,10800,58
6235,2,159,0,41000,60
6236,1,250,1,-3,61
6237,2,150,8,75120,59
6238,2,375,7,90000,56
6239,2,190,8,56256,60
6240,2,200,6,89000,55
6241,1,190,9,158160,54
6242,1,-1,-1,-3,60
6243,2,200,3,15228,59
6244,2,233,11,63800,57
6245,2,-5,-5,-5,-5
6246,2,140,5,15000,55
6247,1,190,4,99400,54
6248,1,-5,-5,-5,-5
6249,1,170,7,-3,57
6250,1,-5,-5,-5,-5
6251,1,-5,-5,-5,-5
6252,1,-5,-5,-5,-5
6253,1,178,8,50640,57
6254,1,160,0,-3,56
6255,2,168,4,25000,55
6256,2,150,8,14522,54
6257,2,206,8,-3,59
6258,2,170,5,-3,60
6259,2,-5,-5,-5,-5
6260,1,-5,-5,-5,-5
6261,1,215,10,-3,60
6262,2,-5,-5,-5,-5
6263,2,-5,-5,-5,-5
6264,2,-5,-5,-5,-5
6265,2,-5,-5,-5,-5
6266,1,-5,-5,-5,-5
6267,2,240,4,57000,58
6268,2,140,3,1000,61
6269,1,-5,-5,-5,-5
6270,2,182,4,122000,55
6271,1,-5,-5,-5,-5
6272,1,150,10,-3,60
6273,2,147,7,0,59
6274,2,-5,-5,-5,-5
6275,2,-5,-5,-5,-5
6276,2,194,6,21600,55
6277,2,220,8,-3,56
6278,2,195,3,100000,58
6279,1,155,11,30000,55
6280,2,153,4,-3,62
6281,1,-5,-5,-5,-5
6282,2,198,4,-3,55
6283,2,94,1,2658,54
6284,2,-5,-5,-5,-5
6285,1,195,2,96000,59
6286,2,220,7,-3,59
6287,1,230,11,126000,56
6288,1,-5,-5,-5,-5
6289,2,163,3,150000,56
6290,2,225,6,-3,58
6291,2,124,2,60000,61
6292,1,170,6,-3,55
6293,2,290,9,0,57
6294,2,180,4,44852,57
6295,2,182,6,-3,54
6296,2,167,5,10512,55
6297,2,207,7,9240,59
6298,1,317,8,10836,56
6299,2,-5,-5,-5,-5
6300,1,178,9,-3,58
6301,1,168,6,173200,56
6302,2,-5,-5,-5,-5
6303,1,167,0,57000,59
6304,1,170,5,16000,58
6305,1,190,6,11784,58
6306,2,206,4,15812,59
6307,2,-5,-5,-5,-5
6308,2,187,4,31952,58
6309,1,212,11,8808,56
6310,2,256,3,37940,60
6311,2,169,3,18336,57
6312,2,210,0,13761,55
6313,2,-1,4,-3,58
6314,1,-5,-5,-5,-5
6315,2,140,3,9648,56
6316,1,200,7,19200,60
6317,1,222,11,-3,58
6318,2,250,3,20000,57
6319,1,-5,-5,-5,-5
6320,2,-5,-5,-5,-5
6321,2,142,6,-3,58
6322,2,-5,-5,-5,-5
6323,1,213,8,20710,54
6324,2,170,1,83000,56
6325,1,-5,-5,-5,-5
6326,1,240,11,24256,58
6327,2,150,2,-3,56
6328,1,-5,-5,-5,-5
6329,1,-5,-5,-5,-5
6330,1,-5,-5,-5,-5
6331,2,-5,-5,-5,-5
6332,2,-5,-5,-5,-5
6333,2,165,6,-3,60
6334,2,195,6,51000,58
6335,2,230,6,22000,56
6336,2,246,2,262210,57
6337,2,159,0,-3,61
6338,2,-5,-5,-5,-5
6339,2,220,3,-3,58
6340,1,150,5,41000,55
6341,1,-5,-5,-5,-5
6342,2,195,7,34000,57
6343,2,385,8,51928,56
6344,2,184,5,9515,57
6345,2,260,7,16000,61
6346,1,205,11,0,56
6347,1,210,1,45000,54
6348,2,-5,-5,-5,-5
6349,2,-5,-5,-5,-5
6350,2,-5,-5,-5,-5
6351,2,-5,-5,-5,-5
6352,1,225,8,14400,55
6353,2,155,2,-3,58
6354,1,-5,-5,-5,-5
6355,1,-5,-5,-5,-5
6356,2,189,3,10980,54
6357,2,125,5,0,58
6358,2,185,3,66000,55
6359,1,186,7,11176,54
6360,1,-5,-5,-5,-5
6361,1,250,11,24600,60
6362,2,210,3,-3,58
6363,2,170,4,67000,56
6364,2,157,-4,12300,56
6365,2,200,6,-3,54
6366,2,225,7,151840,54
6367,2,-5,-5,-5,-5
6368,2,173,4,9468,54
6369,2,-5,-5,-5,-5
6370,2,185,6,63000,58
6371,2,204,7,-3,59
6372,2,164,4,110000,56
6373,2,246,1,-3,57
6374,2,285,9,35000,56
6375,2,263,9,10000,55
6376,2,150,5,0,58
6377,2,195,10,53000,57
6378,1,-5,-5,-5,-5
6379,2,165,6,0,55
6380,2,-5,-5,-5,-5
6381,2,160,6,18000,59
6382,2,150,6,16710,60
6383,2,230,7,12564,60
6384,2,-5,-5,-5,-5
6385,2,185,4,45000,55
6386,1,275,2,22000,61
6387,2,120,6,14300,60
6388,1,190,10,60000,61
6389,2,255,4,8700,58
6390,1,200,0,-3,58
6391,1,-5,-5,-5,-5
6392,1,-5,-5,-5,-5
6393,2,135,3,0,55
6394,2,235,3,-3,56
6395,1,142,8,-3,60
6396,2,162,1,29000,55
6397,2,-5,-5,-5,-5
6398,1,170,5,-3,54
6399,2,190,11,-3,60
6400,2,140,6,3260,57
6401,1,249,2,39500,56
6402,1,-5,-5,-5,-5
6403,1,-5,-5,-5,-5
6404,2,150,8,41384,59
6405,2,190,5,27400,54
6406,1,-5,-5,-5,-5
6407,2,187,4,-3,55
6408,2,-5,-5,-5,-5
6409,2,-5,-5,-5,-5
6410,2,-5,-5,-5,-5
6411,1,228,0,45000,55
6412,2,185,5,10000,57
6413,2,169,7,9304,61
6414,2,165,0,29000,59
6415,1,190,10,0,55
6416,2,268,4,9828,57
6417,2,160,1,-3,55
6418,2,214,8,-3,58
6419,1,180,10,3500,54
6420,1,195,0,-3,60
6421,1,170,6,25000,57
6422,2,230,6,-3,61
6423,1,-5,-5,-5,-5
6424,2,-5,-5,-5,-5
6425,1,-5,-5,-5,-5
6426,2,190,63,0,61
6427,2,271,3,18737,58
6428,2,240,5,22220,55
6429,2,200,6,51000,55
6430,1,215,8,-3,60
6431,1,-5,-5,-5,-5
6432,1,169,0,17500,55
6433,1,242,1,128000,57
6434,2,140,2,45000,60
6435,1,195,7,28000,58
6436,1,-5,-5,-5,-5
6437,2,-5,-5,-5,-5
6438,2,-5,-5,-5,-5
6439,1,-5,-5,-5,-5
6440,1,225,5,25000,58
6441,1,-5,-5,-5,-5
6442,2,289,0,39000,54
6443,1,-5,-5,-5,-5
6444,2,240,7,-3,60
6445,2,301,8,-3,53
6446,1,-5,-5,-5,-5
6447,1,-5,-5,-5,-5
6448,2,218,5,19000,61
6449,2,349,5,26952,57
6450,2,232,4,27000,56
6451,1,235,3,12620,54
6452,1,238,10,-3,59
6453,1,190,10,30000,57
6454,1,152,8,180000,55
6455,2,276,3,48000,57
6456,1,-5,-5,-5,-5
6457,2,160,4,-3,60
6458,1,175,2,22310,57
6459,2,145,5,75000,55
6460,1,-5,-5,-5,-5
6461,2,168,7,-3,55
6462,1,170,7,109000,54
6463,1,-5,-5,-5,-5
6464,2,-5,-5,-5,-5
6465,1,195,10,120000,58
6466,1,-5,-5,-5,-5
6467,1,185,11,-3,57
6468,1,-5,-5,-5,-5
6469,1,205,0,148000,58
6470,2,190,6,-3,57
6471,1,320,0,17732,58
6472,2,130,10,2304,56
6473,1,200,11,78000,61
6474,2,-5,-5,-5,-5
6475,2,-5,-5,-5,-5
6476,1,210,1,-3,58
6477,1,240,2,20000,58
6478,1,227,1,-3,56
6479,1,-5,-5,-5,-5
6480,1,288,2,68000,54
6481,2,-5,-5,-5,-5
6482,2,-5,-5,-5,-5
6483,2,-5,-5,-5,-5
6484,1,190,9,0,55
6485,2,190,9,123600,58
6486,2,206,9,-3,57
6487,2,-5,-5,-5,-5
6488,1,189,1,48000,60
6489,2,271,6,21000,55
6490,1,159,5,9396,59
6491,1,165,0,9600,57
6492,1,-5,-5,-5,-5
6493,1,-5,-5,-5,-5
6494,1,-5,-5,-5,-5
6495,1,250,11,0,59
6496,1,-5,-5,-5,-5
6497,1,235,1,56000,61
6498,1,200,8,32000,59
6499,1,240,0,105225,58
6500,1,180,7,60000,57
6501,1,-5,-5,-5,-5
6502,2,-5,-5,-5,-5
6503,2,-5,-5,-5,-5
6504,1,-5,-5,-5,-5
6505,2,109,5,-3,54
6506,1,-5,-5,-5,-5
6507,1,150,6,-3,54
6508,1,186,9,-3,60
6509,1,-5,-5,-5,-5
6510,2,-5,-5,-5,-5
6511,1,-5,-5,-5,-5
6512,2,-5,-5,-5,-5
6513,2,-5,-5,-5,-5
6514,1,-5,-5,-5,-5
6515,2,-5,-5,-5,-5
6516,2,165,2,15000,59
6517,1,170,7,-3,57
6518,1,250,10,87000,60
6519,2,-5,-5,-5,-5
6520,2,-5,-5,-5,-5
6521,2,-5,-5,-5,-5
6522,2,-5,-5,-5,-5
6523,2,-5,-5,-5,-5
6524,2,-5,-5,-5,-5
6525,2,-5,-5,-5,-5
6526,2,-5,-5,-5,-5
6527,1,-5,-5,-5,-5
6528,1,-5,-5,-5,-5
6529,2,-5,-5,-5,-5
6530,1,-5,-5,-5,-5
6531,1,-5,-5,-5,-5
6532,2,-5,-5,-5,-5
6533,2,-5,-5,-5,-5
6534,2,-5,-5,-5,-5
6535,1,-5,-5,-5,-5
6536,2,-5,-5,-5,-5
6537,1,-5,-5,-5,-5
6538,2,-5,-5,-5,-5
6539,2,-5,-5,-5,-5
6540,2,-5,-5,-5,-5
6541,2,-5,-5,-5,-5
6542,1,-5,-5,-5,-5
6543,2,-5,-5,-5,-5
6544,1,-5,-5,-5,-5
6545,2,-5,-5,-5,-5
6546,1,-5,-5,-5,-5
6547,1,-5,-5,-5,-5
6548,2,-5,-5,-5,-5
6549,2,-5,-5,-5,-5
6550,1,-5,-5,-5,-5
6551,1,-5,-5,-5,-5
6552,2,-5,-5,-5,-5
6553,1,-5,-5,-5,-5
6554,2,-5,-5,-5,-5
6555,2,230,6,36000,54
6556,2,-5,-5,-5,-5
6557,1,-5,-5,-5,-5
6558,1,-5,-5,-5,-5
6559,1,-5,-5,-5,-5
6560,1,-5,-5,-5,-5
6561,1,-5,-5,-5,-5
6562,1,-5,-5,-5,-5
6563,2,-5,-5,-5,-5
6564,2,-5,-5,-5,-5
6565,2,-5,-5,-5,-5
6566,2,-5,-5,-5,-5
6567,2,-5,-5,-5,-5
6568,2,-5,-5,-5,-5
6569,1,-5,-5,-5,-5
6570,1,-5,-5,-5,-5
6571,2,-5,-5,-5,-5
6572,2,-5,-5,-5,-5
6573,1,-5,-5,-5,-5
6574,1,198,9,23000,61
6575,2,-5,-5,-5,-5
6576,1,260,0,32000,55
6577,1,-5,-5,-5,-5
6578,2,-5,-5,-5,-5
6579,2,-5,-5,-5,-5
6580,2,-5,-5,-5,-5
6581,1,-5,-5,-5,-5
6582,1,-5,-5,-5,-5
6583,1,-5,-5,-5,-5
6584,1,-5,-5,-5,-5
6585,1,-5,-5,-5,-5
6586,2,-5,-5,-5,-5
6587,2,-5,-5,-5,-5
6588,1,-5,-5,-5,-5
6589,1,-5,-5,-5,-5
6590,2,-5,-5,-5,-5
6591,2,-5,-5,-5,-5
6592,2,-5,-5,-5,-5
6593,1,235,10,-3,55
6594,1,188,7,26080,56
6595,1,200,11,-3,60
6596,1,-5,-5,-5,-5
6597,1,-5,-5,-5,-5
6598,1,160,8,100,55
6599,2,-5,-5,-5,-5
6600,1,-5,-5,-5,-5
6601,1,-5,-5,-5,-5
6602,2,105,4,10068,54
6603,1,225,9,51500,56
6604,2,200,6,0,57
6605,2,184,9,42000,56
6606,2,165,0,-3,59
6607,1,-5,-5,-5,-5
6608,1,-5,-5,-5,-5
6609,2,-5,-5,-5,-5
6610,2,-5,-5,-5,-5
6611,2,-5,-5,-5,-5
6612,2,-5,-5,-5,-5
6613,2,-5,-5,-5,-5
6614,2,-5,-5,-5,-5
6615,2,-5,-5,-5,-5
6616,2,-5,-5,-5,-5
6617,1,270,2,-3,54
6618,2,-5,-5,-5,-5
6619,2,-5,-5,-5,-5
6620,1,-5,-5,-5,-5
6621,2,-5,-5,-5,-5
6622,2,-5,-5,-5,-5
6623,1,-5,-5,-5,-5
6624,1,-5,-5,-5,-5
6625,1,-5,-5,-5,-5
6626,1,-5,-5,-5,-5
6627,2,-5,-5,-5,-5
6628,2,-5,-5,-5,-5
6629,2,-5,-5,-5,-5
6630,2,-5,-5,-5,-5
6631,2,-5,-5,-5,-5
6632,1,-5,-5,-5,-5
6633,1,-5,-5,-5,-5
6634,1,-5,-5,-5,-5
6635,1,-5,-5,-5,-5
6636,2,-5,-5,-5,-5
6637,2,-5,-5,-5,-5
6638,2,-5,-5,-5,-5
6639,2,-5,-5,-5,-5
6640,1,-5,-5,-5,-5
6641,2,-5,-5,-5,-5
6642,2,-5,-5,-5,-5
6643,2,174,2,98780,60
6644,2,-5,-5,-5,-5
6645,2,135,5,243000,59
6646,2,-1,4,60800,56
6647,2,160,7,120000,58
6648,1,216,10,97968,59
6649,1,208,0,21500,61
6650,1,265,1,50000,54
6651,2,250,10,74000,56
6652,2,170,1,60000,55
6653,1,-5,-5,-5,-5
6654,2,152,2,11736,61
6655,2,198,2,19776,60
6656,1,-5,-5,-5,-5
6657,1,-5,-5,-5,-5
6658,2,-5,-5,-5,-5
6659,2,155,7,76000,57
6660,1,-5,-5,-5,-5
6661,1,210,1,30328,58
6662,2,160,3,34000,57
6663,2,170,9,150000,55
6664,2,-5,-5,-5,-5
6665,2,-5,-5,-5,-5
6666,2,192,8,-3,56
6667,2,-5,-5,-5,-5
6668,2,-5,-5,-5,-5
6669,2,-5,-5,-5,-5
6670,1,235,8,48000,54
6671,2,200,3,0,56
6672,2,-1,-1,-3,58
6673,1,-5,-5,-5,-5
6674,2,-5,-5,-5,-5
6675,2,-5,-5,-5,-5
6676,2,260,2,100015,57
6677,1,212,8,83200,56
6678,1,183,1,2304,62
