"R0000100","R0214800","T8089600","T8089800","T8218700","T8219400"
11084,1,-5,-5,-5,-5
11085,1,186,1,25200,60
11086,1,-5,-5,-5,-5
11087,1,-5,-5,-5,-5
11088,1,-5,-5,-5,-5
11089,1,-5,-5,-5,-5
11090,1,-5,-5,-5,-5
11091,1,-5,-5,-5,-5
11092,1,-5,-5,-5,-5
11093,1,-5,-5,-5,-5
11094,1,-5,-5,-5,-5
11095,1,-5,-5,-5,-5
11096,1,195,6,11400,59
11097,1,-5,-5,-5,-5
11098,2,-5,-5,-5,-5
11099,2,-5,-5,-5,-5
11100,2,-5,-5,-5,-5
11101,2,-5,-5,-5,-5
11102,1,-5,-5,-5,-5
11103,2,-5,-5,-5,-5
11104,2,-5,-5,-5,-5
11105,1,-5,-5,-5,-5
11106,1,197,11,0,59
11107,2,-5,-5,-5,-5
11108,2,-5,-5,-5,-5
11109,1,180,9,-3,59
11110,1,-5,-5,-5,-5
11111,1,-5,-5,-5,-5
11112,1,-5,-5,-5,-5
11113,1,-5,-5,-5,-5
11114,1,-5,-5,-5,-5
11115,2,-5,-5,-5,-5
11116,2,-5,-5,-5,-5
11117,1,-5,-5,-5,-5
11118,1,-5,-5,-5,-5
11119,1,-5,-5,-5,-5
11120,1,-5,-5,-5,-5
11121,1,-5,-5,-5,-5
11122,2,-5,-5,-5,-5
11123,2,-5,-5,-5,-5
11124,1,-5,-5,-5,-5
11125,2,-5,-5,-5,-5
11126,1,-5,-5,-5,-5
11127,1,-5,-5,-5,-5
11128,1,-5,-5,-5,-5
11129,1,-5,-5,-5,-5
11130,2,-5,-5,-5,-5
11131,2,-5,-5,-5,-5
11132,2,230,3,28740,62
11133,2,-5,-5,-5,-5
11134,2,-5,-5,-5,-5
11135,2,-5,-5,-5,-5
11136,2,-5,-5,-5,-5
11137,2,-5,-5,-5,-5
11138,1,-5,-5,-5,-5
11139,1,-5,-5,-5,-5
11140,1,-5,-5,-5,-5
11141,1,-5,-5,-5,-5
11142,1,210,10,89867,59
11143,1,-5,-5,-5,-5
11144,2,-5,-5,-5,-5
11145,2,-5,-5,-5,-5
11146,2,-5,-5,-5,-5
11147,2,-5,-5,-5,-5
11148,2,-5,-5,-5,-5
11149,2,-5,-5,-5,-5
11150,2,-5,-5,-5,-5
11151,2,-5,-5,-5,-5
11152,2,-5,-5,-5,-5
11153,2,-5,-5,-5,-5
11154,1,-5,-5,-5,-5
11155,2,-5,-5,-5,-5
11156,1,-5,-5,-5,-5
11157,1,-5,-5,-5,-5
11158,1,-5,-5,-5,-5
11159,2,-5,-5,-5,-5
11160,2,-5,-5,-5,-5
11161,2,-5,-5,-5,-5
11162,2,-5,-5,-5,-5
11163,2,-5,-5,-5,-5
11164,2,-5,-5,-5,-5
11165,1,165,7,28800,61
11166,1,-5,-5,-5,-5
11167,1,-5,-5,-5,-5
11168,2,-5,-5,-5,-5
11169,2,-5,-5,-5,-5
11170,2,-5,-5,-5,-5
11171,2,-5,-5,-5,-5
11172,2,-5,-5,-5,-5
11173,2,-5,-5,-5,-5
11174,2,-5,-5,-5,-5
11175,2,-5,-5,-5,-5
11176,2,-5,-5,-5,-5
11177,2,-5,-5,-5,-5
11178,1,-5,-5,-5,-5
11179,1,-5,-5,-5,-5
11180,2,-5,-5,-5,-5
11181,1,-5,-5,-5,-5
11182,2,-5,-5,-5,-5
11183,2,-5,-5,-5,-5
11184,2,-5,-5,-5,-5
11185,1,159,0,40000,58
11186,1,-5,-5,-5,-5
11187,2,-5,-5,-5,-5
11188,2,-5,-5,-5,-5
11189,2,-5,-5,-5,-5
11190,2,-5,-5,-5,-5
11191,2,-5,-5,-5,-5
11192,1,236,11,-3,61
11193,1,-5,-5,-5,-5
11194,1,-5,-5,-5,-5
11195,1,-5,-5,-5,-5
11196,1,-5,-5,-5,-5
11197,1,-5,-5,-5,-5
11198,1,-5,-5,-5,-5
11199,2,198,4,154820,60
11200,2,-5,-5,-5,-5
11201,1,-5,-5,-5,-5
11202,1,-5,-5,-5,-5
11203,2,-5,-5,-5,-5
11204,2,-5,-5,-5,-5
11205,1,-5,-5,-5,-5
11206,1,-5,-5,-5,-5
11207,1,-5,-5,-5,-5
11208,1,-5,-5,-5,-5
11209,1,290,10,209000,61
11210,2,-5,-5,-5,-5
11211,2,-5,-5,-5,-5
11212,1,-5,-5,-5,-5
11213,2,-5,-5,-5,-5
11214,2,-5,-5,-5,-5
11215,1,155,8,131096,61
11216,1,-5,-5,-5,-5
11217,2,-5,-5,-5,-5
11218,1,235,11,25000,58
11219,2,-5,-5,-5,-5
11220,2,-5,-5,-5,-5
11221,1,185,11,37000,59
11222,2,-5,-5,-5,-5
11223,1,-5,-5,-5,-5
11224,2,-5,-5,-5,-5
11225,2,-5,-5,-5,-5
11226,2,-5,-5,-5,-5
11227,1,220,0,69000,58
11228,2,-5,-5,-5,-5
11229,1,-5,-5,-5,-5
11230,1,-5,-5,-5,-5
11231,1,160,8,10000,58
11232,1,-5,-5,-5,-5
11233,1,-5,-5,-5,-5
11234,1,-5,-5,-5,-5
11235,2,-5,-5,-5,-5
11236,2,-5,-5,-5,-5
11237,2,-5,-5,-5,-5
11238,1,-5,-5,-5,-5
11239,1,-5,-5,-5,-5
11240,1,-5,-5,-5,-5
11241,1,210,0,128000,61
11242,1,-5,-5,-5,-5
11243,2,-5,-5,-5,-5
11244,2,-5,-5,-5,-5
11245,1,-5,-5,-5,-5
11246,1,-5,-5,-5,-5
11247,1,240,10,75000,58
11248,1,-5,-5,-5,-5
11249,1,-5,-5,-5,-5
11250,1,-5,-5,-5,-5
11251,1,-5,-5,-5,-5
11252,1,-5,-5,-5,-5
11253,1,-5,-5,-5,-5
11254,1,-5,-5,-5,-5
11255,1,-5,-5,-5,-5
11256,1,-5,-5,-5,-5
11257,1,-5,-5,-5,-5
11258,1,-5,-5,-5,-5
11259,2,-5,-5,-5,-5
11260,2,-5,-5,-5,-5
11261,2,-5,-5,-5,-5
11262,2,-5,-5,-5,-5
11263,1,-5,-5,-5,-5
11264,1,-5,-5,-5,-5
11265,1,-5,-5,-5,-5
11266,2,-5,-5,-5,-5
11267,1,-5,-5,-5,-5
11268,2,-5,-5,-5,-5
11269,2,-5,-5,-5,-5
11270,2,-5,-5,-5,-5
11271,1,-5,-5,-5,-5
11272,2,-5,-5,-5,-5
11273,1,-5,-5,-5,-5
11274,1,212,10,76000,58
11275,1,215,0,40000,59
11276,2,-5,-5,-5,-5
11277,2,-5,-5,-5,-5
11278,2,-5,-5,-5,-5
11279,1,-5,-5,-5,-5
11280,1,-5,-5,-5,-5
11281,1,-5,-5,-5,-5
11282,1,-5,-5,-5,-5
11283,2,-5,-5,-5,-5
11284,2,-5,-5,-5,-5
11285,2,-5,-5,-5,-5
11286,2,-5,-5,-5,-5
11287,1,-5,-5,-5,-5
11288,1,-5,-5,-5,-5
11289,1,-5,-5,-5,-5
11290,1,-5,-5,-5,-5
11291,1,-5,-5,-5,-5
11292,1,-5,-5,-5,-5
11293,1,-5,-5,-5,-5
11294,1,-5,-5,-5,-5
11295,1,-5,-5,-5,-5
11296,2,-5,-5,-5,-5
11297,1,-5,-5,-5,-5
11298,2,-5,-5,-5,-5
11299,2,-5,-5,-5,-5
11300,1,-5,-5,-5,-5
11301,1,188,10,218000,61
11302,1,-5,-5,-5,-5
11303,1,-5,-5,-5,-5
11304,2,-5,-5,-5,-5
11305,1,-5,-5,-5,-5
11306,2,150,4,31044,61
11307,2,-5,-5,-5,-5
11308,2,-5,-5,-5,-5
11309,2,165,2,156400,59
11310,2,-5,-5,-5,-5
11311,1,-5,-5,-5,-5
11312,1,-5,-5,-5,-5
11313,2,-5,-5,-5,-5
11314,1,-5,-5,-5,-5
11315,1,-5,-5,-5,-5
11316,1,-5,-5,-5,-5
11317,1,250,11,127000,59
11318,1,-5,-5,-5,-5
11319,2,175,6,61600,59
11320,2,-5,-5,-5,-5
11321,2,-5,-5,-5,-5
11322,1,-5,-5,-5,-5
11323,1,-5,-5,-5,-5
11324,2,-5,-5,-5,-5
11325,1,180,8,-3,58
11326,2,-5,-5,-5,-5
11327,2,-5,-5,-5,-5
11328,1,195,11,80000,62
11329,1,-5,-5,-5,-5
11330,1,-5,-5,-5,-5
11331,1,-5,-5,-5,-5
11332,1,-5,-5,-5,-5
11333,1,-5,-5,-5,-5
11334,1,-5,-5,-5,-5
11335,1,-5,-5,-5,-5
11336,1,-5,-5,-5,-5
11337,1,168,8,26200,60
11338,1,-5,-5,-5,-5
11339,1,-5,-5,-5,-5
11340,1,219,11,90000,59
11341,2,-5,-5,-5,-5
11342,1,186,6,71600,61
11343,2,-5,-5,-5,-5
11344,1,-5,-5,-5,-5
11345,2,-5,-5,-5,-5
11346,2,-5,-5,-5,-5
11347,2,-5,-5,-5,-5
11348,2,-5,-5,-5,-5
11349,1,-5,-5,-5,-5
11350,1,-5,-5,-5,-5
11351,1,-5,-5,-5,-5
11352,1,-5,-5,-5,-5
11353,1,-5,-5,-5,-5
11354,1,-5,-5,-5,-5
11355,2,-5,-5,-5,-5
11356,2,-5,-5,-5,-5
11357,2,-5,-5,-5,-5
11358,2,-5,-5,-5,-5
11359,1,-5,-5,-5,-5
11360,1,-5,-5,-5,-5
11361,1,-5,-5,-5,-5
11362,1,-5,-5,-5,-5
11363,2,-5,-5,-5,-5
11364,1,-5,-5,-5,-5
11365,2,-5,-5,-5,-5
11366,2,-5,-5,-5,-5
11367,1,-5,-5,-5,-5
11368,1,-5,-5,-5,-5
11369,2,-5,-5,-5,-5
11370,1,-5,-5,-5,-5
11371,2,-5,-5,-5,-5
11372,1,-5,-5,-5,-5
11373,2,-5,-5,-5,-5
11374,2,-5,-5,-5,-5
11375,2,-5,-5,-5,-5
11376,1,-5,-5,-5,-5
11377,1,-5,-5,-5,-5
11378,2,-5,-5,-5,-5
11379,1,-5,-5,-5,-5
11380,2,-5,-5,-5,-5
11381,1,-5,-5,-5,-5
11382,1,-5,-5,-5,-5
11383,1,-5,-5,-5,-5
11384,1,-5,-5,-5,-5
11385,1,-5,-5,-5,-5
11386,1,-5,-5,-5,-5
11387,1,-5,-5,-5,-5
11388,1,-5,-5,-5,-5
11389,2,-5,-5,-5,-5
11390,2,-5,-5,-5,-5
11391,1,-5,-5,-5,-5
11392,2,-5,-5,-5,-5
11393,2,-5,-5,-5,-5
11394,1,-5,-5,-5,-5
11395,2,-5,-5,-5,-5
11396,2,-5,-5,-5,-5
11397,2,-5,-5,-5,-5
11398,2,-5,-5,-5,-5
11399,2,-5,-5,-5,-5
11400,2,-5,-5,-5,-5
11401,2,-5,-5,-5,-5
11402,2,-5,-5,-5,-5
11403,2,-5,-5,-5,-5
11404,2,-5,-5,-5,-5
11405,1,-5,-5,-5,-5
11406,1,-5,-5,-5,-5
11407,2,-5,-5,-5,-5
11408,1,-5,-5,-5,-5
11409,2,-5,-5,-5,-5
11410,1,-5,-5,-5,-5
11411,2,-5,-5,-5,-5
11412,2,-5,-5,-5,-5
11413,1,-5,-5,-5,-5
11414,1,-5,-5,-5,-5
11415,1,-5,-5,-5,-5
11416,2,-5,-5,-5,-5
11417,1,-5,-5,-5,-5
11418,1,-5,-5,-5,-5
11419,1,-5,-5,-5,-5
11420,2,-5,-5,-5,-5
11421,1,-5,-5,-5,-5
11422,1,-5,-5,-5,-5
11423,1,-5,-5,-5,-5
11424,1,-5,-5,-5,-5
11425,1,-5,-5,-5,-5
11426,1,185,9,105000,60
11427,2,-5,-5,-5,-5
11428,1,-5,-5,-5,-5
11429,1,-5,-5,-5,-5
11430,1,-5,-5,-5,-5
11431,1,-5,-5,-5,-5
11432,2,-5,-5,-5,-5
11433,1,-5,-5,-5,-5
11434,1,-5,-5,-5,-5
11435,1,-5,-5,-5,-5
11436,1,200,10,196000,60
11437,1,-5,-5,-5,-5
11438,1,227,4,122500,62
11439,1,-5,-5,-5,-5
11440,2,-5,-5,-5,-5
11441,1,210,9,111500,59
11442,2,-5,-5,-5,-5
11443,2,-5,-5,-5,-5
11444,1,-5,-5,-5,-5
11445,2,-5,-5,-5,-5
11446,2,-5,-5,-5,-5
11447,2,-5,-5,-5,-5
11448,2,-5,-5,-5,-5
11449,2,-5,-5,-5,-5
11450,2,-5,-5,-5,-5
11451,1,-5,-5,-5,-5
11452,1,-5,-5,-5,-5
11453,1,-5,-5,-5,-5
11454,2,-5,-5,-5,-5
11455,2,-5,-5,-5,-5
11456,2,-5,-5,-5,-5
11457,2,-5,-5,-5,-5
11458,2,-5,-5,-5,-5
11459,2,-5,-5,-5,-5
11460,2,-5,-5,-5,-5
11461,2,-5,-5,-5,-5
11462,1,-5,-5,-5,-5
11463,1,-5,-5,-5,-5
11464,1,-5,-5,-5,-5
11465,1,-5,-5,-5,-5
11466,1,-5,-5,-5,-5
11467,1,240,11,51608,57
11468,2,-5,-5,-5,-5
11469,1,-5,-5,-5,-5
11470,1,-5,-5,-5,-5
11471,2,-5,-5,-5,-5
11472,2,-5,-5,-5,-5
11473,1,-5,-5,-5,-5
11474,2,-5,-5,-5,-5
11475,1,-5,-5,-5,-5
11476,1,-5,-5,-5,-5
11477,2,-5,-5,-5,-5
11478,1,-5,-5,-5,-5
11479,1,-5,-5,-5,-5
11480,1,220,1,63700,60
11481,1,-5,-5,-5,-5
11482,2,-5,-5,-5,-5
11483,1,-5,-5,-5,-5
11484,1,-5,-5,-5,-5
11485,2,-5,-5,-5,-5
11486,2,-5,-5,-5,-5
11487,2,-5,-5,-5,-5
11488,2,-5,-5,-5,-5
11489,1,-5,-5,-5,-5
11490,2,-5,-5,-5,-5
11491,2,-5,-5,-5,-5
11492,2,-5,-5,-5,-5
11493,2,-5,-5,-5,-5
11494,2,-5,-5,-5,-5
11495,1,-5,-5,-5,-5
11496,1,-5,-5,-5,-5
11497,1,-5,-5,-5,-5
11498,1,-5,-5,-5,-5
11499,1,-5,-5,-5,-5
11500,1,-5,-5,-5,-5
11501,2,-5,-5,-5,-5
11502,2,-5,-5,-5,-5
11503,2,-5,-5,-5,-5
11504,2,-5,-5,-5,-5
11505,1,-5,-5,-5,-5
11506,1,-5,-5,-5,-5
11507,1,187,0,138000,59
11508,1,-5,-5,-5,-5
11509,1,-5,-5,-5,-5
11510,1,265,0,165000,60
11511,1,-5,-5,-5,-5
11512,2,-5,-5,-5,-5
11513,1,-5,-5,-5,-5
11514,2,-5,-5,-5,-5
11515,1,-5,-5,-5,-5
11516,1,181,0,-3,61
11517,2,-5,-5,-5,-5
11518,2,-5,-5,-5,-5
11519,2,-5,-5,-5,-5
11520,1,-5,-5,-5,-5
11521,2,-5,-5,-5,-5
11522,1,-5,-5,-5,-5
11523,1,260,4,78600,62
11524,2,-5,-5,-5,-5
11525,1,250,2,118000,60
11526,1,132,9,133000,60
11527,2,-5,-5,-5,-5
11528,2,-5,-5,-5,-5
11529,2,-5,-5,-5,-5
11530,1,-5,-5,-5,-5
11531,2,-5,-5,-5,-5
11532,2,-5,-5,-5,-5
11533,2,-5,-5,-5,-5
11534,1,245,0,30240,58
11535,1,215,10,47792,60
11536,1,-5,-5,-5,-5
11537,2,-5,-5,-5,-5
11538,2,-5,-5,-5,-5
11539,1,-5,-5,-5,-5
11540,2,-5,-5,-5,-5
11541,2,-5,-5,-5,-5
11542,1,-5,-5,-5,-5
11543,1,-5,-5,-5,-5
11544,1,-5,-5,-5,-5
11545,1,-5,-5,-5,-5
11546,1,-5,-5,-5,-5
11547,1,-5,-5,-5,-5
11548,2,-5,-5,-5,-5
11549,2,-5,-5,-5,-5
11550,2,-5,-5,-5,-5
11551,1,-5,-5,-5,-5
11552,1,-5,-5,-5,-5
11553,2,-5,-5,-5,-5
11554,2,-5,-5,-5,-5
11555,2,-5,-5,-5,-5
11556,2,-5,-5,-5,-5
11557,2,-5,-5,-5,-5
11558,1,-5,-5,-5,-5
11559,1,-5,-5,-5,-5
11560,1,-5,-5,-5,-5
11561,1,-5,-5,-5,-5
11562,1,-5,-5,-5,-5
11563,2,-5,-5,-5,-5
11564,2,-5,-5,-5,-5
11565,1,175,0,149200,60
11566,2,-5,-5,-5,-5
11567,1,-5,-5,-5,-5
11568,1,220,0,141622,61
11569,1,-5,-5,-5,-5
11570,2,-5,-5,-5,-5
11571,2,-5,-5,-5,-5
11572,2,-5,-5,-5,-5
11573,2,-5,-5,-5,-5
11574,1,-5,-5,-5,-5
11575,2,-5,-5,-5,-5
11576,2,-5,-5,-5,-5
11577,1,-5,-5,-5,-5
11578,1,-5,-5,-5,-5
11579,1,-5,-5,-5,-5
11580,1,-5,-5,-5,-5
11581,1,180,10,58000,61
11582,1,-5,-5,-5,-5
11583,1,-5,-5,-5,-5
11584,1,-5,-5,-5,-5
11585,1,-5,-5,-5,-5
11586,1,-5,-5,-5,-5
11587,1,185,10,120003,59
11588,1,-5,-5,-5,-5
11589,1,-5,-5,-5,-5
11590,1,-5,-5,-5,-5
11591,1,-5,-5,-5,-5
11592,1,-5,-5,-5,-5
11593,1,-5,-5,-5,-5
11594,1,173,8,67800,59
11595,1,-5,-5,-5,-5
11596,1,-5,-5,-5,-5
11597,1,-5,-5,-5,-5
11598,1,120,2,32000,59
11599,1,-5,-5,-5,-5
11600,1,-5,-5,-5,-5
11601,1,172,4,136135,59
11602,1,-5,-5,-5,-5
11603,1,-5,-5,-5,-5
11604,1,-5,-5,-5,-5
11605,1,-5,-5,-5,-5
11606,1,-5,-5,-5,-5
11607,1,-5,-5,-5,-5
11608,1,-5,-5,-5,-5
11609,1,-5,-5,-5,-5
11610,1,-5,-5,-5,-5
11611,1,-5,-5,-5,-5
11612,1,-5,-5,-5,-5
11613,1,-5,-5,-5,-5
11614,1,-5,-5,-5,-5
11615,1,-5,-5,-5,-5
11616,1,-5,-5,-5,-5
11617,1,-5,-5,-5,-5
11618,1,-5,-5,-5,-5
11619,1,-5,-5,-5,-5
11620,1,225,0,123000,61
11621,1,-5,-5,-5,-5
11622,1,-5,-5,-5,-5
11623,1,-5,-5,-5,-5
11624,1,-1,10,-3,59
11625,1,-5,-5,-5,-5
11626,1,-5,-5,-5,-5
11627,1,-5,-5,-5,-5
11628,1,-5,-5,-5,-5
11629,1,-5,-5,-5,-5
11630,1,-5,-5,-5,-5
11631,1,-5,-5,-5,-5
11632,1,-5,-5,-5,-5
11633,2,-5,-5,-5,-5
11634,1,-5,-5,-5,-5
11635,1,-5,-5,-5,-5
11636,1,-5,-5,-5,-5
11637,1,165,5,210000,59
11638,1,-5,-5,-5,-5
11639,2,-5,-5,-5,-5
11640,2,-5,-5,-5,-5
11641,2,-5,-5,-5,-5
11642,2,-5,-5,-5,-5
11643,1,-5,-5,-5,-5
11644,1,180,9,179000,59
11645,2,-5,-5,-5,-5
11646,1,-5,-5,-5,-5
11647,2,-5,-5,-5,-5
11648,1,-5,-5,-5,-5
11649,1,-5,-5,-5,-5
11650,2,-5,-5,-5,-5
11651,1,195,0,171300,61
11652,2,-5,-5,-5,-5
11653,1,-5,-5,-5,-5
11654,1,210,4,50000,60
11655,1,-5,-5,-5,-5
11656,1,190,10,41000,59
11657,1,-5,-5,-5,-5
11658,1,178,2,11580,60
11659,1,-5,-5,-5,-5
11660,1,-5,-5,-5,-5
11661,1,-5,-5,-5,-5
11662,1,-5,-5,-5,-5
11663,1,-5,-5,-5,-5
11664,1,182,10,12000,59
11665,1,-5,-5,-5,-5
11666,1,-5,-5,-5,-5
11667,1,-5,-5,-5,-5
11668,1,-5,-5,-5,-5
11669,1,-5,-5,-5,-5
11670,1,-5,-5,-5,-5
11671,1,-5,-5,-5,-5
11672,1,300,0,702057,59
11673,1,-5,-5,-5,-5
11674,1,245,10,37015,59
11675,1,-5,-5,-5,-5
11676,1,-5,-5,-5,-5
11677,1,-5,-5,-5,-5
11678,1,-5,-5,-5,-5
11679,1,-5,-5,-5,-5
11680,1,-5,-5,-5,-5
11681,1,-5,-5,-5,-5
11682,1,-5,-5,-5,-5
11683,1,-5,-5,-5,-5
11684,1,-5,-5,-5,-5
11685,1,-5,-5,-5,-5
11686,1,205,4,153000,61
11687,1,-5,-5,-5,-5
11688,1,-5,-5,-5,-5
11689,1,-5,-5,-5,-5
11690,1,-5,-5,-5,-5
11691,1,191,9,43130,61
11692,1,-5,-5,-5,-5
11693,1,-5,-5,-5,-5
11694,1,-5,-5,-5,-5
11695,1,-5,-5,-5,-5
11696,1,200,6,-3,62
11697,1,-5,-5,-5,-5
11698,1,-5,-5,-5,-5
11699,1,-5,-5,-5,-5
11700,1,-5,-5,-5,-5
11701,1,-5,-5,-5,-5
11702,1,-5,-5,-5,-5
11703,1,175,4,32030,61
11704,1,215,10,155000,58
11705,2,-5,-5,-5,-5
11706,2,-5,-5,-5,-5
11707,1,-5,-5,-5,-5
11708,2,-5,-5,-5,-5
11709,2,-5,-5,-5,-5
11710,2,-5,-5,-5,-5
11711,2,-5,-5,-5,-5
11712,1,-5,-5,-5,-5
11713,2,-5,-5,-5,-5
11714,2,-5,-5,-5,-5
11715,1,-5,-5,-5,-5
11716,1,-5,-5,-5,-5
11717,2,-5,-5,-5,-5
11718,2,-5,-5,-5,-5
11719,2,-5,-5,-5,-5
11720,1,-5,-5,-5,-5
11721,1,-5,-5,-5,-5
11722,1,-5,-5,-5,-5
11723,1,-5,-5,-5,-5
11724,1,-5,-5,-5,-5
11725,2,-5,-5,-5,-5
11726,2,-5,-5,-5,-5
11727,1,-5,-5,-5,-5
11728,1,-5,-5,-5,-5
11729,1,-5,-5,-5,-5
11730,1,-5,-5,-5,-5
11731,2,-5,-5,-5,-5
11732,2,-5,-5,-5,-5
11733,2,-5,-5,-5,-5
11734,2,-5,-5,-5,-5
11735,1,-5,-5,-5,-5
11736,1,-5,-5,-5,-5
11737,1,-5,-5,-5,-5
11738,1,220,8,139000,60
11739,2,-5,-5,-5,-5
11740,1,-5,-5,-5,-5
11741,2,-5,-5,-5,-5
11742,2,-5,-5,-5,-5
11743,2,-5,-5,-5,-5
11744,2,-5,-5,-5,-5
11745,1,-5,-5,-5,-5
11746,2,-5,-5,-5,-5
11747,2,-5,-5,-5,-5
11748,1,-5,-5,-5,-5
11749,1,-5,-5,-5,-5
11750,1,-5,-5,-5,-5
11751,1,185,1,-3,60
11752,2,184,1,-3,60
11753,2,-5,-5,-5,-5
11754,1,-5,-5,-5,-5
11755,1,-5,-5,-5,-5
11756,2,-1,-1,-3,58
11757,2,138,2,80200,56
11758,1,170,8,204000,54
11759,1,187,9,138000,54
11760,1,209,9,7752,56
11761,2,152,6,52000,54
11762,1,152,9,-3,60
11763,1,-5,-5,-5,-5
11764,2,110,4,2000,57
11765,2,-5,-5,-5,-5
11766,2,175,7,-3,55
11767,1,-5,-5,-5,-5
11768,2,-1,2,-3,56
11769,2,185,3,23751,58
11770,1,215,10,59000,57
11771,1,-5,-5,-5,-5
11772,2,152,4,16792,57
11773,2,129,11,13100,55
11774,2,-5,-5,-5,-5
11775,1,244,0,141000,54
11776,1,220,5,75000,60
11777,2,163,8,34300,59
11778,2,140,6,24000,58
11779,2,145,7,153000,60
11780,1,-5,-5,-5,-5
11781,2,124,7,179100,54
11782,1,-5,-5,-5,-5
11783,2,159,5,19950,54
11784,2,-5,-5,-5,-5
11785,2,230,4,110796,56
11786,2,160,5,100000,54
11787,2,230,5,111410,58
11788,1,230,9,33600,57
11789,2,-5,-5,-5,-5
11790,1,198,0,128500,56
11791,1,150,10,55000,54
11792,2,200,4,54228,57
11793,1,190,8,83800,57
11794,2,-5,-5,-5,-5
11795,2,-5,-5,-5,-5
11796,1,350,2,-3,55
11797,2,270,10,20000,54
11798,2,-2,3,-3,58
11799,1,-5,-5,-5,-5
11800,2,149,6,150000,60
11801,1,230,1,90000,55
11802,2,210,5,32000,57
11803,2,-5,-5,-5,-5
11804,1,170,10,108500,55
11805,1,210,9,160000,54
11806,1,183,10,137100,54
11807,2,210,6,83000,54
11808,2,-5,-5,-5,-5
11809,1,267,2,50000,55
11810,1,220,7,12700,61
11811,2,303,1,16508,60
11812,2,-5,-5,-5,-5
11813,2,200,0,162440,57
11814,2,240,1,-3,54
11815,2,215,5,172900,58
11816,2,160,8,79000,60
11817,1,175,10,79000,61
11818,2,240,3,-3,55
11819,2,170,6,65000,57
11820,1,180,0,100000,57
11821,1,-5,-5,-5,-5
11822,1,-5,-5,-5,-5
11823,1,175,11,175001,58
11824,1,225,11,207500,55
11825,1,178,6,65000,55
11826,2,180,3,-3,60
11827,2,179,5,-3,59
11828,1,180,8,20000,58
11829,1,310,11,-3,56
11830,1,160,1,0,56
11831,2,-5,-5,-5,-5
11832,2,-5,-5,-5,-5
11833,1,-5,-5,-5,-5
11834,2,-5,-5,-5,-5
11835,2,-5,-5,-5,-5
11836,1,-5,-5,-5,-5
11837,1,220,2,-3,56
11838,2,300,1,74000,54
11839,2,220,5,-3,54
11840,1,-5,-5,-5,-5
11841,1,250,0,185000,56
11842,2,-5,-5,-5,-5
11843,1,-5,-5,-5,-5
11844,1,240,8,34200,57
11845,2,245,3,53000,57
11846,1,200,10,65100,56
11847,2,155,5,85000,58
11848,2,-5,-5,-5,-5
11849,1,135,0,24000,55
11850,2,200,1,28000,55
11851,2,-5,-5,-5,-5
11852,1,-5,-5,-5,-5
11853,2,130,3,117000,55
11854,2,-5,-5,-5,-5
11855,2,-5,-5,-5,-5
11856,2,-5,-5,-5,-5
11857,1,230,5,152600,60
11858,2,167,9,-3,60
11859,2,235,7,-3,60
11860,1,205,0,0,59
11861,2,180,2,23920,58
11862,2,-5,-5,-5,-5
11863,1,200,0,161419,56
11864,1,165,4,69000,54
11865,2,-5,-5,-5,-5
11866,2,-5,-5,-5,-5
11867,2,250,8,64000,55
11868,2,170,8,350000,54
11869,2,206,0,97900,58
11870,2,-1,-1,-3,56
11871,2,165,0,16010,56
11872,1,-5,-5,-5,-5
11873,2,-5,-5,-5,-5
11874,2,-1,2,79000,61
11875,1,240,11,120130,55
11876,2,95,0,151000,57
11877,2,120,11,-3,55
11878,2,170,2,30000,54
11879,2,160,4,94000,58
11880,1,220,11,97020,55
11881,2,200,10,30000,61
11882,2,-5,-5,-5,-5
11883,1,240,8,50605,59
11884,1,194,5,62228,58
11885,2,140,2,84400,54
11886,2,140,5,-3,61
11887,1,160,11,29930,59
11888,1,270,0,0,57
11889,1,183,10,74000,54
11890,1,203,8,62000,60
11891,2,145,4,-3,61
11892,1,110,6,59498,60
11893,1,145,7,300000,55
11894,2,180,3,69177,58
11895,1,155,6,107000,61
11896,2,-5,-5,-5,-5
11897,1,230,1,166000,55
11898,2,155,2,329000,59
11899,2,235,5,74600,56
11900,2,-5,-5,-5,-5
11901,2,231,1,31000,58
11902,2,160,3,155000,60
11903,2,-2,0,0,58
11904,1,230,4,0,57
11905,2,-5,-5,-5,-5
11906,2,148,6,-3,59
11907,1,-5,-5,-5,-5
11908,1,223,11,101200,58
11909,2,136,3,36010,55
11910,2,125,7,-3,58
11911,1,195,10,130000,59
11912,2,-5,-5,-5,-5
11913,1,170,11,121270,57
11914,1,140,6,55000,58
11915,2,180,5,26700,56
11916,2,137,3,67700,54
11917,1,185,2,702057,59
11918,2,179,4,120020,57
11919,2,185,6,190200,55
11920,1,180,11,-3,55
11921,1,-5,-5,-5,-5
11922,2,-5,-5,-5,-5
11923,2,147,3,76000,57
11924,1,250,2,94400,58
11925,1,220,10,42500,56
11926,1,270,10,75070,55
11927,2,-5,-5,-5,-5
11928,1,190,11,0,55
11929,2,160,11,297000,60
11930,2,220,3,62400,58
11931,2,169,9,-3,60
11932,2,156,0,0,61
11933,2,170,10,-3,59
11934,1,150,7,158800,57
11935,2,190,5,18000,55
11936,1,198,10,100000,59
11937,1,280,1,120000,57
11938,1,-5,-5,-5,-5
11939,1,260,9,21484,55
11940,2,-5,-5,-5,-5
11941,1,235,1,54960,54
